User type,Organization,Page Visited,Date and Time,User IP address
Maintainer,Housing Authority,Children - Choosing Quality Child Care,2013-05-01 19:00:58,209.87.206.48
Maintainer,Housing Authority,Children - Child Safety Seat Tips and Recommendations,2013-05-01 19:00:59,209.87.206.48
Maintainer,Housing Authority,Children - You Are Your Child’s First Teacher,2013-05-01 19:00:59,209.87.206.48
Maintainer,Housing Authority,Children - Quality Child Care Options,2013-05-01 19:00:59,209.87.206.48
Maintainer,Housing Authority,Children - Head Start,2013-05-01 19:01:00,209.87.206.48
Maintainer,Housing Authority,Children - Choosing Quality Child Care,2013-05-01 19:01:00,209.87.206.48
Maintainer,Housing Authority,Children - Child Safety Seat Tips and Recommendations,2013-05-01 19:01:00,209.87.206.48
Maintainer,Housing Authority,/index.php,2013-05-01 19:01:02,209.87.206.48
Maintainer,Housing Authority,/,2013-05-01 19:11:30,209.87.206.48
Maintainer,Housing Authority,/,2013-05-01 19:11:37,209.87.206.48
Maintainer,Housing Authority,/,2013-05-01 19:11:40,209.87.206.48
End User,211 Broward,/index.php,2013-05-01 19:12:14,209.87.206.48
End User,211 Broward,/index.php,2013-05-01 19:12:25,209.87.206.48
End User,211 Broward,/about.php,2013-05-01 19:12:36,209.87.206.48
End User,211 Broward,The Bean Game - The Bean Game,2013-05-01 19:12:40,209.87.206.48
End User,211 Broward,/index.php,2013-05-01 19:12:55,209.87.206.48
Case Worker,Housing Authority,/,2013-05-01 19:17:06,209.87.206.48
Case Worker,Housing Authority,/links.php,2013-05-01 19:18:32,209.87.206.48
Case Worker,Housing Authority,/contact.php,2013-05-01 19:18:37,209.87.206.48
Case Worker,Housing Authority,/about.php,2013-05-01 19:19:36,209.87.206.48
Declined,Declined,/,2013-05-01 19:20:16,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:20:34,209.87.206.48
Declined,Declined,/about.php,2013-05-01 19:20:49,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:20:54,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:20:58,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:00,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:21:03,209.87.206.48
Declined,Declined,/about.php,2013-05-01 19:21:07,209.87.206.48
Declined,Declined,/,2013-05-01 19:21:13,209.87.206.48
Declined,Declined,/,2013-05-01 19:21:16,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:21,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:24,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:26,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:34,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:40,209.87.206.48
Declined,Declined,/about.php,2013-05-01 19:21:43,209.87.206.48
Declined,Declined,/,2013-05-01 19:21:48,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:21:49,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:21:51,209.87.206.48
Declined,Declined,/links.php,2013-05-01 19:21:51,209.87.206.48
Declined,Declined,/links.php,2013-05-01 19:21:52,209.87.206.48
Declined,Declined,/about.php,2013-05-01 19:21:53,209.87.206.48
Declined,Declined,/links.php,2013-05-01 19:21:54,209.87.206.48
Declined,Declined,/links.php,2013-05-01 19:21:57,209.87.206.48
Declined,Declined,/links.php,2013-05-01 19:22:01,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:22:03,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:22:10,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:22:11,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:22:21,209.87.206.48
Declined,Declined,/about.php,2013-05-01 19:22:29,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:22:32,209.87.206.48
Declined,Declined,/about.php,2013-05-01 19:22:37,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:22:42,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:22:59,209.87.206.48
Declined,Declined,Children - Head Start,2013-05-01 19:23:03,209.87.206.48
Declined,Declined,Children - Head Start,2013-05-01 19:23:09,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:23:29,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:23:35,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:23:50,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:23:58,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:24:01,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:24:07,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:24:09,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:24:12,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:24:14,209.87.206.48
Declined,Declined,The Bean Game - The Bean Game,2013-05-01 19:24:16,209.87.206.48
Declined,Declined,/contact.php,2013-05-01 19:24:19,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:24:19,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:24:23,209.87.206.48
Case Worker,Housing Authority,/contact.php,2013-05-01 19:25:22,209.87.206.48
Declined,Declined,Food - Build a healthy plate,2013-05-01 19:25:32,209.87.206.48
Declined,Declined,Health - Symptoms,2013-05-01 19:26:14,209.87.206.48
Case Worker,Housing Authority,Food - Protein & Vegetables,2013-05-01 19:26:43,209.87.206.48
Declined,Declined,Employment & Education - Construct a Company,2013-05-01 19:26:53,209.87.206.48
Case Worker,Housing Authority,Food - Protein & Vegetables,2013-05-01 19:26:55,209.87.206.48
Declined,Declined,Employment & Education - This approach consists of sequentially answering three questions:,2013-05-01 19:27:04,209.87.206.48
Case Worker,Housing Authority,Food - Protein & Vegetables,2013-05-01 19:27:11,209.87.206.48
Case Worker,Housing Authority,Food - Protein & Vegetables,2013-05-01 19:27:11,209.87.206.48
Declined,Declined,Employment & Education - How Do I Get Hired?,2013-05-01 19:27:14,209.87.206.48
Declined,Declined,Employment & Education - Making Yourself the Best Candidate,2013-05-01 19:27:21,209.87.206.48
Case Worker,Housing Authority,Food - Fruits and Dairy,2013-05-01 19:27:36,209.87.206.48
Declined,Declined,Employment & Education - Types of Résumés,2013-05-01 19:27:37,209.87.206.48
Case Worker,Housing Authority,Food - Empty Calories,2013-05-01 19:27:37,209.87.206.48
Case Worker,Housing Authority,Food - Food Safety,2013-05-01 19:27:38,209.87.206.48
Case Worker,Housing Authority,Food - Eating Healthy on a Budget,2013-05-01 19:27:39,209.87.206.48
Case Worker,Housing Authority,Food - Do you need help with food?,2013-05-01 19:27:39,209.87.206.48
Case Worker,Housing Authority,Food - Eating Healthy on a Budget,2013-05-01 19:27:40,209.87.206.48
Case Worker,Housing Authority,Food - Food Safety,2013-05-01 19:27:41,209.87.206.48
Case Worker,Housing Authority,Food - Empty Calories,2013-05-01 19:27:41,209.87.206.48
Case Worker,Housing Authority,Health - Urgent Care Centers,2013-05-01 19:27:48,209.87.206.48
Declined,Declined,Employment & Education - Preparing for the Interview,2013-05-01 19:27:48,209.87.206.48
Case Worker,Housing Authority,Health - Affordable Dental Services,2013-05-01 19:27:49,209.87.206.48
Declined,Declined,Employment & Education - Got that Entrepreneurial Spirit?,2013-05-01 19:27:52,209.87.206.48
Declined,Declined,Employment & Education - Construct a Company,2013-05-01 19:27:54,209.87.206.48
Case Worker,Housing Authority,Health - Proper Dental Care,2013-05-01 19:28:01,209.87.206.48
Declined,Declined,Children - You Are Your Child’s First Teacher,2013-05-01 19:28:03,209.87.206.48
Case Worker,Housing Authority,Health - Health History Questionnaire,2013-05-01 19:28:06,209.87.206.48
Case Worker,Housing Authority,Health - Symptoms,2013-05-01 19:28:09,209.87.206.48
Case Worker,Housing Authority,Health - Warning Signs of a Stroke,2013-05-01 19:28:09,209.87.206.48
Case Worker,Housing Authority,Health - Breast cancer,2013-05-01 19:28:11,209.87.206.48
Case Worker,Housing Authority,Health - Depression Signs and Symptoms,2013-05-01 19:28:11,209.87.206.48
Case Worker,Housing Authority,Health - Warning Signs of Suicide ,2013-05-01 19:28:12,209.87.206.48
Case Worker,Housing Authority,Health - Tips for increasing Physical Activity,2013-05-01 19:28:13,209.87.206.48
Case Worker,Housing Authority,Health - Active Play,2013-05-01 19:28:16,209.87.206.48
Case Worker,Housing Authority,Health - Daily Fitness Log,2013-05-01 19:28:19,209.87.206.48
Declined,Declined,Housing - Rent vs. Buy Decision Making,2013-05-01 19:28:35,209.87.206.48
Declined,Declined,Housing - Rent Assistance Options,2013-05-01 19:28:50,209.87.206.48
Maintainer,Housing Authority,Money Management - Financial Plan,2013-05-01 19:30:31,209.87.206.48
Maintainer,Housing Authority,Money Management - Financial Plan,2013-05-01 19:30:39,209.87.206.48
Maintainer,Housing Authority,Money Management - Financial Plan,2013-05-01 19:31:15,209.87.206.48
End User,211 Broward,/index.php,2013-05-01 19:32:33,209.87.206.48
Maintainer,Housing Authority,Money Management - Financial Plan,2013-05-01 19:32:45,209.87.206.48
End User,211 Broward,/index.php,2013-05-01 19:33:20,209.87.206.48
Declined,Declined,Money Management - Financial Plan,2013-05-01 19:37:37,209.87.206.48
Declined,Declined,/index.php,2013-05-01 19:38:05,209.87.206.48
